Batch change
Module name, Device, Current value, Display format, Comment
Global,DM16421,0,DEC 16BIT,
Global,DM16422,0,DEC 16BIT,
Global,DM16423,0,DEC 16BIT,
Global,DM16424,0,DEC 16BIT,
Global,DM16425,0,DEC 16BIT,
Global,DM16426,0,DEC 16BIT,
Global,DM16427,0,DEC 16BIT,
Global,DM16428,0,DEC 16BIT,
Global,DM16429,0,DEC 16BIT,
Global,DM16430,0,DEC 16BIT,
Global,DM16431,0,DEC 16BIT,
Global,DM16432,0,DEC 16BIT,
Global,DM16433,0,DEC 16BIT,
Global,DM16434,0,DEC 16BIT,
Global,DM16435,0,DEC 16BIT,
Global,DM16436,0,DEC 16BIT,
Global,DM16437,0,DEC 16BIT,
Global,DM16438,0,DEC 16BIT,
Global,DM16439,0,DEC 16BIT,
Global,DM16440,0,DEC 16BIT,
Global,DM16441,0,DEC 16BIT,
Global,DM16442,0,DEC 16BIT,
Global,DM16443,0,DEC 16BIT,
Global,DM16444,0,DEC 16BIT,
Global,DM16445,0,DEC 16BIT,
Global,DM16446,0,DEC 16BIT,
Global,DM16447,0,DEC 16BIT,
Global,DM16448,0,DEC 16BIT,
Global,DM16449,0,DEC 16BIT,
Global,DM16450,0,DEC 16BIT,
Global,DM16451,0,DEC 16BIT,
Global,DM16452,0,DEC 16BIT,
Global,DM16453,0,DEC 16BIT,
Global,DM16454,0,DEC 16BIT,
Global,DM16455,0,DEC 16BIT,
Global,DM16456,0,DEC 16BIT,
Global,DM16457,0,DEC 16BIT,
Global,DM16458,0,DEC 16BIT,
Global,DM16459,0,DEC 16BIT,
Global,DM16460,0,DEC 16BIT,
Global,DM16461,0,DEC 16BIT,
Global,DM16462,0,DEC 16BIT,
Global,DM16463,0,DEC 16BIT,
Global,DM16464,0,DEC 16BIT,
Global,DM16465,0,DEC 16BIT,
Global,DM16466,0,DEC 16BIT,
Global,DM16467,0,DEC 16BIT,
Global,DM16468,0,DEC 16BIT,
Global,DM16469,0,DEC 16BIT,
Global,DM16470,0,DEC 16BIT,
Global,DM16471,0,DEC 16BIT,
Global,DM16472,0,DEC 16BIT,
Global,DM16473,0,DEC 16BIT,
Global,DM16474,0,DEC 16BIT,
Global,DM16475,0,DEC 16BIT,
Global,DM16476,0,DEC 16BIT,
Global,DM16477,0,DEC 16BIT,
Global,DM16478,0,DEC 16BIT,
Global,DM16479,0,DEC 16BIT,
Global,DM16480,0,DEC 16BIT,
Global,DM16481,0,DEC 16BIT,
Global,DM16482,0,DEC 16BIT,
Global,DM16483,0,DEC 16BIT,
Global,DM16484,0,DEC 16BIT,
Global,DM16485,0,DEC 16BIT,
Global,DM16486,0,DEC 16BIT,
Global,DM16487,0,DEC 16BIT,
Global,DM16488,0,DEC 16BIT,
Global,DM16489,0,DEC 16BIT,
Global,DM16490,0,DEC 16BIT,
Global,DM16491,0,DEC 16BIT,
Global,DM16492,0,DEC 16BIT,
Global,DM16493,0,DEC 16BIT,
Global,DM16494,0,DEC 16BIT,
Global,DM16495,0,DEC 16BIT,
Global,DM16496,0,DEC 16BIT,
Global,DM16497,0,DEC 16BIT,
Global,DM16498,0,DEC 16BIT,
Global,DM16499,0,DEC 16BIT,
Global,DM16500,0,DEC 16BIT,
Global,DM16501,0,DEC 16BIT,
Global,DM16502,0,DEC 16BIT,
Global,DM16503,0,DEC 16BIT,
Global,DM16504,0,DEC 16BIT,
Global,DM16505,0,DEC 16BIT,
Global,DM16506,0,DEC 16BIT,
Global,DM16507,0,DEC 16BIT,
Global,DM16508,0,DEC 16BIT,
Global,DM16509,0,DEC 16BIT,
Global,DM16510,0,DEC 16BIT,
Global,DM16511,0,DEC 16BIT,
Global,DM16512,0,DEC 16BIT,
Global,DM16513,0,DEC 16BIT,
Global,DM16514,0,DEC 16BIT,
Global,DM16515,0,DEC 16BIT,
Global,DM16516,0,DEC 16BIT,
Global,DM16517,0,DEC 16BIT,
Global,DM16518,0,DEC 16BIT,
Global,DM16519,0,DEC 16BIT,
Global,DM16520,0,DEC 16BIT,
Global,DM16521,0,DEC 16BIT,
Global,DM16522,0,DEC 16BIT,
Global,DM16523,0,DEC 16BIT,
Global,DM16524,0,DEC 16BIT,
Global,DM16525,0,DEC 16BIT,
Global,DM16526,0,DEC 16BIT,
Global,DM16527,0,DEC 16BIT,
Global,DM16528,0,DEC 16BIT,
Global,DM16529,0,DEC 16BIT,
Global,DM16530,0,DEC 16BIT,
Global,DM16531,0,DEC 16BIT,
Global,DM16532,0,DEC 16BIT,
Global,DM16533,0,DEC 16BIT,
Global,DM16534,0,DEC 16BIT,
Global,DM16535,0,DEC 16BIT,
Global,DM16536,0,DEC 16BIT,
Global,DM16537,0,DEC 16BIT,
Global,DM16538,0,DEC 16BIT,
Global,DM16539,0,DEC 16BIT,
Global,DM16540,0,DEC 16BIT,
Global,DM16541,0,DEC 16BIT,
Global,DM16542,0,DEC 16BIT,
Global,DM16543,0,DEC 16BIT,
Global,DM16544,0,DEC 16BIT,
Global,DM16545,0,DEC 16BIT,
Global,DM16546,0,DEC 16BIT,
Global,DM16547,0,DEC 16BIT,
Global,DM16548,0,DEC 16BIT,
Global,DM16549,0,DEC 16BIT,
Global,DM16550,0,DEC 16BIT,
Global,DM16551,0,DEC 16BIT,
Global,DM16552,0,DEC 16BIT,
Global,DM16553,0,DEC 16BIT,
Global,DM16554,0,DEC 16BIT,
Global,DM16555,0,DEC 16BIT,
Global,DM16556,0,DEC 16BIT,
Global,DM16557,0,DEC 16BIT,
Global,DM16558,0,DEC 16BIT,
Global,DM16559,0,DEC 16BIT,
Global,DM16560,0,DEC 16BIT,
Global,DM16561,0,DEC 16BIT,
Global,DM16562,0,DEC 16BIT,
Global,DM16563,0,DEC 16BIT,
Global,DM16564,0,DEC 16BIT,
Global,DM16565,0,DEC 16BIT,
Global,DM16566,0,DEC 16BIT,
Global,DM16567,0,DEC 16BIT,
Global,DM16568,0,DEC 16BIT,
Global,DM16569,0,DEC 16BIT,
Global,DM16570,0,DEC 16BIT,
Global,DM16571,0,DEC 16BIT,
Global,DM16572,0,DEC 16BIT,
Global,DM16573,0,DEC 16BIT,
Global,DM16574,0,DEC 16BIT,
Global,DM16575,0,DEC 16BIT,
Global,DM16576,0,DEC 16BIT,
Global,DM16577,0,DEC 16BIT,
Global,DM16578,0,DEC 16BIT,
Global,DM16579,0,DEC 16BIT,
Global,DM16580,0,DEC 16BIT,
Global,DM16581,0,DEC 16BIT,
Global,DM16582,0,DEC 16BIT,
Global,DM16583,0,DEC 16BIT,
Global,DM16584,0,DEC 16BIT,
Global,DM16585,0,DEC 16BIT,
Global,DM16586,0,DEC 16BIT,
Global,DM16587,0,DEC 16BIT,
Global,DM16588,0,DEC 16BIT,
Global,DM16589,0,DEC 16BIT,
Global,DM16590,0,DEC 16BIT,
Global,DM16591,0,DEC 16BIT,
Global,DM16592,0,DEC 16BIT,
Global,DM16593,0,DEC 16BIT,
Global,DM16594,0,DEC 16BIT,
Global,DM16595,0,DEC 16BIT,
Global,DM16596,0,DEC 16BIT,
Global,DM16597,0,DEC 16BIT,
Global,DM16598,0,DEC 16BIT,
Global,DM16599,0,DEC 16BIT,
Global,DM16600,0,DEC 16BIT,
Global,DM16601,0,DEC 16BIT,
Global,DM16602,0,DEC 16BIT,
Global,DM16603,0,DEC 16BIT,
Global,DM16604,0,DEC 16BIT,
Global,DM16605,0,DEC 16BIT,
Global,DM16606,0,DEC 16BIT,
Global,DM16607,0,DEC 16BIT,
Global,DM16608,0,DEC 16BIT,
Global,DM16609,0,DEC 16BIT,
Global,DM16610,0,DEC 16BIT,
Global,DM16611,0,DEC 16BIT,
Global,DM16612,0,DEC 16BIT,
Global,DM16613,0,DEC 16BIT,
Global,DM16614,0,DEC 16BIT,
Global,DM16615,0,DEC 16BIT,
Global,DM16616,0,DEC 16BIT,
Global,DM16617,0,DEC 16BIT,
Global,DM16618,0,DEC 16BIT,
Global,DM16619,0,DEC 16BIT,
Global,DM16620,0,DEC 16BIT,
Global,DM16621,0,DEC 16BIT,
Global,DM16622,0,DEC 16BIT,
Global,DM16623,0,DEC 16BIT,
Global,DM16624,0,DEC 16BIT,
Global,DM16625,0,DEC 16BIT,
Global,DM16626,0,DEC 16BIT,
Global,DM16627,0,DEC 16BIT,
Global,DM16628,0,DEC 16BIT,
Global,DM16629,0,DEC 16BIT,
Global,DM16630,0,DEC 16BIT,
Global,DM16631,0,DEC 16BIT,
Global,DM16632,0,DEC 16BIT,
Global,DM16633,0,DEC 16BIT,
Global,DM16634,0,DEC 16BIT,
Global,DM16635,0,DEC 16BIT,
Global,DM16636,0,DEC 16BIT,
Global,DM16637,0,DEC 16BIT,
Global,DM16638,0,DEC 16BIT,
Global,DM16639,0,DEC 16BIT,
Global,DM16640,0,DEC 16BIT,
Global,DM16641,0,DEC 16BIT,
Global,DM16642,0,DEC 16BIT,
Global,DM16643,0,DEC 16BIT,
Global,DM16644,0,DEC 16BIT,
Global,DM16645,0,DEC 16BIT,
Global,DM16646,0,DEC 16BIT,
Global,DM16647,0,DEC 16BIT,
Global,DM16648,0,DEC 16BIT,
Global,DM16649,0,DEC 16BIT,
Global,DM16650,0,DEC 16BIT,
Global,DM16651,0,DEC 16BIT,
Global,DM16652,0,DEC 16BIT,
Global,DM16653,0,DEC 16BIT,
Global,DM16654,0,DEC 16BIT,
Global,DM16655,0,DEC 16BIT,
Global,DM16656,0,DEC 16BIT,
Global,DM16657,0,DEC 16BIT,
Global,DM16658,0,DEC 16BIT,
Global,DM16659,0,DEC 16BIT,
Global,DM16660,0,DEC 16BIT,
Global,DM16661,0,DEC 16BIT,
Global,DM16662,0,DEC 16BIT,
Global,DM16663,0,DEC 16BIT,
Global,DM16664,0,DEC 16BIT,
Global,DM16665,0,DEC 16BIT,
Global,DM16666,0,DEC 16BIT,
Global,DM16667,0,DEC 16BIT,
Global,DM16668,0,DEC 16BIT,
Global,DM16669,0,DEC 16BIT,
Global,DM16670,0,DEC 16BIT,
Global,DM16671,0,DEC 16BIT,
Global,DM16672,0,DEC 16BIT,
Global,DM16673,0,DEC 16BIT,
Global,DM16674,0,DEC 16BIT,
Global,DM16675,0,DEC 16BIT,
Global,DM16676,0,DEC 16BIT,
Global,DM16677,0,DEC 16BIT,
Global,DM16678,0,DEC 16BIT,
Global,DM16679,0,DEC 16BIT,
Global,DM16680,0,DEC 16BIT,
Global,DM16681,0,DEC 16BIT,
Global,DM16682,0,DEC 16BIT,
Global,DM16683,0,DEC 16BIT,
Global,DM16684,0,DEC 16BIT,
Global,DM16685,0,DEC 16BIT,
Global,DM16686,0,DEC 16BIT,
Global,DM16687,0,DEC 16BIT,
Global,DM16688,0,DEC 16BIT,
Global,DM16689,0,DEC 16BIT,
Global,DM16690,0,DEC 16BIT,
Global,DM16691,0,DEC 16BIT,
Global,DM16692,0,DEC 16BIT,
Global,DM16693,0,DEC 16BIT,
Global,DM16694,0,DEC 16BIT,
Global,DM16695,0,DEC 16BIT,
Global,DM16696,0,DEC 16BIT,
Global,DM16697,0,DEC 16BIT,
Global,DM16698,0,DEC 16BIT,
Global,DM16699,0,DEC 16BIT,
Global,DM16700,0,DEC 16BIT,
Global,DM16701,0,DEC 16BIT,
Global,DM16702,0,DEC 16BIT,
Global,DM16703,0,DEC 16BIT,
Global,DM16704,0,DEC 16BIT,
Global,DM16705,0,DEC 16BIT,
Global,DM16706,0,DEC 16BIT,
Global,DM16707,0,DEC 16BIT,
Global,DM16708,0,DEC 16BIT,
Global,DM16709,0,DEC 16BIT,
Global,DM16710,0,DEC 16BIT,
Global,DM16711,0,DEC 16BIT,
Global,DM16712,0,DEC 16BIT,
Global,DM16713,0,DEC 16BIT,
Global,DM16714,0,DEC 16BIT,
Global,DM16715,0,DEC 16BIT,
Global,DM16716,0,DEC 16BIT,
Global,DM16717,0,DEC 16BIT,
Global,DM16718,0,DEC 16BIT,
Global,DM16719,0,DEC 16BIT,
Global,DM16720,0,DEC 16BIT,
Global,DM16721,0,DEC 16BIT,
Global,DM16722,0,DEC 16BIT,
Global,DM16723,0,DEC 16BIT,
Global,DM16724,0,DEC 16BIT,
Global,DM16725,0,DEC 16BIT,
Global,DM16726,0,DEC 16BIT,
Global,DM16727,0,DEC 16BIT,
Global,DM16728,0,DEC 16BIT,
Global,DM16729,0,DEC 16BIT,
Global,DM16730,0,DEC 16BIT,
Global,DM16731,0,DEC 16BIT,
Global,DM16732,0,DEC 16BIT,
Global,DM16733,0,DEC 16BIT,
Global,DM16734,0,DEC 16BIT,
Global,DM16735,0,DEC 16BIT,
Global,DM16736,0,DEC 16BIT,
Global,DM16737,0,DEC 16BIT,
Global,DM16738,0,DEC 16BIT,
Global,DM16739,0,DEC 16BIT,
Global,DM16740,0,DEC 16BIT,
Global,DM16741,0,DEC 16BIT,
Global,DM16742,0,DEC 16BIT,
Global,DM16743,0,DEC 16BIT,
Global,DM16744,0,DEC 16BIT,
Global,DM16745,0,DEC 16BIT,
Global,DM16746,0,DEC 16BIT,
Global,DM16747,0,DEC 16BIT,
Global,DM16748,0,DEC 16BIT,
Global,DM16749,0,DEC 16BIT,
Global,DM16750,0,DEC 16BIT,
Global,DM16751,0,DEC 16BIT,
Global,DM16752,0,DEC 16BIT,
Global,DM16753,0,DEC 16BIT,
Global,DM16754,0,DEC 16BIT,
Global,DM16755,0,DEC 16BIT,
Global,DM16756,0,DEC 16BIT,
Global,DM16757,0,DEC 16BIT,
Global,DM16758,0,DEC 16BIT,
Global,DM16759,0,DEC 16BIT,
Global,DM16760,0,DEC 16BIT,
Global,DM16761,0,DEC 16BIT,
Global,DM16762,0,DEC 16BIT,
Global,DM16763,0,DEC 16BIT,
Global,DM16764,0,DEC 16BIT,
Global,DM16765,0,DEC 16BIT,
Global,DM16766,0,DEC 16BIT,
Global,DM16767,0,DEC 16BIT,
Global,DM16768,0,DEC 16BIT,
Global,DM16769,0,DEC 16BIT,
Global,DM16770,0,DEC 16BIT,
Global,DM16771,0,DEC 16BIT,
Global,DM16772,0,DEC 16BIT,
Global,DM16773,0,DEC 16BIT,
Global,DM16774,0,DEC 16BIT,
Global,DM16775,0,DEC 16BIT,
Global,DM16776,0,DEC 16BIT,
Global,DM16777,0,DEC 16BIT,
Global,DM16778,0,DEC 16BIT,
Global,DM16779,0,DEC 16BIT,
Global,DM16780,0,DEC 16BIT,
Global,DM16781,0,DEC 16BIT,
Global,DM16782,0,DEC 16BIT,
Global,DM16783,0,DEC 16BIT,
Global,DM16784,0,DEC 16BIT,
Global,DM16785,0,DEC 16BIT,
Global,DM16786,0,DEC 16BIT,
Global,DM16787,0,DEC 16BIT,
Global,DM16788,0,DEC 16BIT,
Global,DM16789,0,DEC 16BIT,
Global,DM16790,0,DEC 16BIT,
Global,DM16791,0,DEC 16BIT,
Global,DM16792,0,DEC 16BIT,
Global,DM16793,0,DEC 16BIT,
Global,DM16794,0,DEC 16BIT,
Global,DM16795,0,DEC 16BIT,
Global,DM16796,0,DEC 16BIT,
Global,DM16797,0,DEC 16BIT,
Global,DM16798,0,DEC 16BIT,
Global,DM16799,0,DEC 16BIT,
Global,DM16800,0,DEC 16BIT,
Global,DM16801,0,DEC 16BIT,
Global,DM16802,0,DEC 16BIT,
Global,DM16803,0,DEC 16BIT,
Global,DM16804,0,DEC 16BIT,
Global,DM16805,0,DEC 16BIT,
Global,DM16806,0,DEC 16BIT,
Global,DM16807,0,DEC 16BIT,
Global,DM16808,0,DEC 16BIT,
Global,DM16809,0,DEC 16BIT,
Global,DM16810,0,DEC 16BIT,
Global,DM16811,0,DEC 16BIT,
Global,DM16812,0,DEC 16BIT,
Global,DM16813,0,DEC 16BIT,
Global,DM16814,0,DEC 16BIT,
Global,DM16815,0,DEC 16BIT,
Global,DM16816,0,DEC 16BIT,
Global,DM16817,0,DEC 16BIT,
Global,DM16818,0,DEC 16BIT,
Global,DM16819,0,DEC 16BIT,
Global,DM16820,0,DEC 16BIT,
Global,DM16821,0,DEC 16BIT,
Global,DM16822,0,DEC 16BIT,
Global,DM16823,0,DEC 16BIT,
Global,DM16824,0,DEC 16BIT,
Global,DM16825,0,DEC 16BIT,
Global,DM16826,0,DEC 16BIT,
Global,DM16827,0,DEC 16BIT,
Global,DM16828,0,DEC 16BIT,
Global,DM16829,0,DEC 16BIT,
Global,DM16830,0,DEC 16BIT,
Global,DM16831,0,DEC 16BIT,
Global,DM16832,0,DEC 16BIT,
Global,DM16833,0,DEC 16BIT,
Global,DM16834,0,DEC 16BIT,
Global,DM16835,0,DEC 16BIT,
Global,DM16836,0,DEC 16BIT,
Global,DM16837,0,DEC 16BIT,
Global,DM16838,0,DEC 16BIT,
Global,DM16839,0,DEC 16BIT,
Global,DM16840,0,DEC 16BIT,
Global,DM16841,0,DEC 16BIT,
Global,DM16842,0,DEC 16BIT,
Global,DM16843,0,DEC 16BIT,
Global,DM16844,0,DEC 16BIT,
Global,DM16845,0,DEC 16BIT,
Global,DM16846,0,DEC 16BIT,
Global,DM16847,0,DEC 16BIT,
Global,DM16848,0,DEC 16BIT,
Global,DM16849,0,DEC 16BIT,
Global,DM16850,0,DEC 16BIT,
Global,DM16851,0,DEC 16BIT,
Global,DM16852,0,DEC 16BIT,
Global,DM16853,0,DEC 16BIT,
Global,DM16854,0,DEC 16BIT,
Global,DM16855,0,DEC 16BIT,
Global,DM16856,0,DEC 16BIT,
Global,DM16857,0,DEC 16BIT,
Global,DM16858,0,DEC 16BIT,
Global,DM16859,0,DEC 16BIT,
Global,DM16860,0,DEC 16BIT,
Global,DM16861,0,DEC 16BIT,
Global,DM16862,0,DEC 16BIT,
Global,DM16863,0,DEC 16BIT,
Global,DM16864,0,DEC 16BIT,
Global,DM16865,0,DEC 16BIT,
Global,DM16866,0,DEC 16BIT,
Global,DM16867,0,DEC 16BIT,
Global,DM16868,0,DEC 16BIT,
Global,DM16869,0,DEC 16BIT,
Global,DM16870,0,DEC 16BIT,
Global,DM16871,0,DEC 16BIT,
Global,DM16872,0,DEC 16BIT,
Global,DM16873,0,DEC 16BIT,
Global,DM16874,0,DEC 16BIT,
Global,DM16875,0,DEC 16BIT,
Global,DM16876,0,DEC 16BIT,
Global,DM16877,0,DEC 16BIT,
Global,DM16878,0,DEC 16BIT,
Global,DM16879,0,DEC 16BIT,
Global,DM16880,0,DEC 16BIT,
Global,DM16881,0,DEC 16BIT,
Global,DM16882,0,DEC 16BIT,
Global,DM16883,0,DEC 16BIT,
Global,DM16884,0,DEC 16BIT,
Global,DM16885,0,DEC 16BIT,
Global,DM16886,0,DEC 16BIT,
Global,DM16887,0,DEC 16BIT,
Global,DM16888,0,DEC 16BIT,
Global,DM16889,0,DEC 16BIT,
Global,DM16890,0,DEC 16BIT,
Global,DM16891,0,DEC 16BIT,
Global,DM16892,0,DEC 16BIT,
Global,DM16893,0,DEC 16BIT,
Global,DM16894,0,DEC 16BIT,
Global,DM16895,0,DEC 16BIT,
Global,DM16896,0,DEC 16BIT,
Global,DM16897,0,DEC 16BIT,
Global,DM16898,0,DEC 16BIT,
Global,DM16899,0,DEC 16BIT,
Global,DM16900,0,DEC 16BIT,
Global,DM16901,0,DEC 16BIT,
Global,DM16902,0,DEC 16BIT,
Global,DM16903,0,DEC 16BIT,
Global,DM16904,0,DEC 16BIT,
Global,DM16905,0,DEC 16BIT,
Global,DM16906,0,DEC 16BIT,
Global,DM16907,0,DEC 16BIT,
Global,DM16908,0,DEC 16BIT,
Global,DM16909,0,DEC 16BIT,
Global,DM16910,0,DEC 16BIT,
Global,DM16911,0,DEC 16BIT,
Global,DM16912,0,DEC 16BIT,
Global,DM16913,0,DEC 16BIT,
Global,DM16914,0,DEC 16BIT,
Global,DM16915,0,DEC 16BIT,
Global,DM16916,0,DEC 16BIT,
Global,DM16917,0,DEC 16BIT,
Global,DM16918,0,DEC 16BIT,
Global,DM16919,0,DEC 16BIT,
Global,DM16920,0,DEC 16BIT,
Global,DM16921,0,DEC 16BIT,
Global,DM16922,0,DEC 16BIT,
Global,DM16923,0,DEC 16BIT,
Global,DM16924,0,DEC 16BIT,
Global,DM16925,0,DEC 16BIT,
Global,DM16926,0,DEC 16BIT,
Global,DM16927,0,DEC 16BIT,
Global,DM16928,0,DEC 16BIT,
Global,DM16929,0,DEC 16BIT,
Global,DM16930,0,DEC 16BIT,
Global,DM16931,0,DEC 16BIT,
Global,DM16932,0,DEC 16BIT,
Global,DM16933,0,DEC 16BIT,
Global,DM16934,0,DEC 16BIT,
Global,DM16935,0,DEC 16BIT,
Global,DM16936,0,DEC 16BIT,
Global,DM16937,0,DEC 16BIT,
Global,DM16938,0,DEC 16BIT,
Global,DM16939,0,DEC 16BIT,
Global,DM16940,0,DEC 16BIT,
Global,DM16941,0,DEC 16BIT,
Global,DM16942,0,DEC 16BIT,
Global,DM16943,0,DEC 16BIT,
Global,DM16944,0,DEC 16BIT,
Global,DM16945,0,DEC 16BIT,
Global,DM16946,0,DEC 16BIT,
Global,DM16947,0,DEC 16BIT,
Global,DM16948,0,DEC 16BIT,
Global,DM16949,0,DEC 16BIT,
Global,DM16950,0,DEC 16BIT,
Global,DM16951,0,DEC 16BIT,
Global,DM16952,0,DEC 16BIT,
Global,DM16953,0,DEC 16BIT,
Global,DM16954,0,DEC 16BIT,
Global,DM16955,0,DEC 16BIT,
Global,DM16956,0,DEC 16BIT,
Global,DM16957,0,DEC 16BIT,
Global,DM16958,0,DEC 16BIT,
Global,DM16959,0,DEC 16BIT,
Global,DM16960,0,DEC 16BIT,
Global,DM16961,0,DEC 16BIT,
Global,DM16962,0,DEC 16BIT,
Global,DM16963,0,DEC 16BIT,
Global,DM16964,0,DEC 16BIT,
Global,DM16965,0,DEC 16BIT,
Global,DM16966,0,DEC 16BIT,
Global,DM16967,0,DEC 16BIT,
Global,DM16968,0,DEC 16BIT,
Global,DM16969,0,DEC 16BIT,
Global,DM16970,0,DEC 16BIT,
Global,DM16971,0,DEC 16BIT,
Global,DM16972,0,DEC 16BIT,
Global,DM16973,0,DEC 16BIT,
Global,DM16974,0,DEC 16BIT,
Global,DM16975,0,DEC 16BIT,
Global,DM16976,0,DEC 16BIT,
Global,DM16977,0,DEC 16BIT,
Global,DM16978,0,DEC 16BIT,
Global,DM16979,0,DEC 16BIT,
Global,DM16980,0,DEC 16BIT,
Global,DM16981,0,DEC 16BIT,
Global,DM16982,0,DEC 16BIT,
Global,DM16983,0,DEC 16BIT,
Global,DM16984,0,DEC 16BIT,
Global,DM16985,0,DEC 16BIT,
Global,DM16986,0,DEC 16BIT,
Global,DM16987,0,DEC 16BIT,
Global,DM16988,0,DEC 16BIT,
Global,DM16989,0,DEC 16BIT,
Global,DM16990,0,DEC 16BIT,
Global,DM16991,0,DEC 16BIT,
Global,DM16992,0,DEC 16BIT,
Global,DM16993,0,DEC 16BIT,
Global,DM16994,0,DEC 16BIT,
Global,DM16995,0,DEC 16BIT,
Global,DM16996,0,DEC 16BIT,
Global,DM16997,0,DEC 16BIT,
Global,DM16998,0,DEC 16BIT,
Global,DM16999,0,DEC 16BIT,
Global,DM17000,0,DEC 16BIT,
Global,DM17001,0,DEC 16BIT,
Global,DM17002,0,DEC 16BIT,
Global,DM17003,0,DEC 16BIT,
Global,DM17004,0,DEC 16BIT,
Global,DM17005,0,DEC 16BIT,
Global,DM17006,0,DEC 16BIT,
Global,DM17007,0,DEC 16BIT,
Global,DM17008,0,DEC 16BIT,
Global,DM17009,0,DEC 16BIT,
Global,DM17010,0,DEC 16BIT,
Global,DM17011,0,DEC 16BIT,
Global,DM17012,0,DEC 16BIT,
Global,DM17013,0,DEC 16BIT,
Global,DM17014,0,DEC 16BIT,
Global,DM17015,0,DEC 16BIT,
Global,DM17016,0,DEC 16BIT,
Global,DM17017,0,DEC 16BIT,
Global,DM17018,0,DEC 16BIT,
Global,DM17019,0,DEC 16BIT,
Global,DM17020,0,DEC 16BIT,
Global,DM17021,0,DEC 16BIT,
Global,DM17022,0,DEC 16BIT,
Global,DM17023,0,DEC 16BIT,
Global,DM17024,0,DEC 16BIT,
Global,DM17025,0,DEC 16BIT,
Global,DM17026,0,DEC 16BIT,
Global,DM17027,0,DEC 16BIT,
Global,DM17028,0,DEC 16BIT,
Global,DM17029,0,DEC 16BIT,
Global,DM17030,0,DEC 16BIT,
Global,DM17031,0,DEC 16BIT,
Global,DM17032,0,DEC 16BIT,
Global,DM17033,0,DEC 16BIT,
Global,DM17034,0,DEC 16BIT,
Global,DM17035,0,DEC 16BIT,
Global,DM17036,0,DEC 16BIT,
Global,DM17037,0,DEC 16BIT,
Global,DM17038,0,DEC 16BIT,
Global,DM17039,0,DEC 16BIT,
Global,DM17040,0,DEC 16BIT,
Global,DM17041,0,DEC 16BIT,
Global,DM17042,0,DEC 16BIT,
Global,DM17043,0,DEC 16BIT,
Global,DM17044,0,DEC 16BIT,
Global,DM17045,0,DEC 16BIT,
Global,DM17046,0,DEC 16BIT,
Global,DM17047,0,DEC 16BIT,
Global,DM17048,0,DEC 16BIT,
Global,DM17049,0,DEC 16BIT,
Global,DM17050,0,DEC 16BIT,
Global,DM17051,0,DEC 16BIT,
Global,DM17052,0,DEC 16BIT,
Global,DM17053,0,DEC 16BIT,
Global,DM17054,0,DEC 16BIT,
Global,DM17055,0,DEC 16BIT,
Global,DM17056,0,DEC 16BIT,
Global,DM17057,0,DEC 16BIT,
Global,DM17058,0,DEC 16BIT,
Global,DM17059,0,DEC 16BIT,
Global,DM17060,0,DEC 16BIT,
Global,DM17061,0,DEC 16BIT,
Global,DM17062,0,DEC 16BIT,
Global,DM17063,0,DEC 16BIT,
Global,DM17064,0,DEC 16BIT,
Global,DM17065,0,DEC 16BIT,
Global,DM17066,0,DEC 16BIT,
Global,DM17067,0,DEC 16BIT,
Global,DM17068,0,DEC 16BIT,
Global,DM17069,0,DEC 16BIT,
Global,DM17070,0,DEC 16BIT,
Global,DM17071,0,DEC 16BIT,
Global,DM17072,0,DEC 16BIT,
Global,DM17073,0,DEC 16BIT,
Global,DM17074,0,DEC 16BIT,
Global,DM17075,0,DEC 16BIT,
Global,DM17076,0,DEC 16BIT,
Global,DM17077,0,DEC 16BIT,
Global,DM17078,0,DEC 16BIT,
Global,DM17079,0,DEC 16BIT,
Global,DM17080,0,DEC 16BIT,
Global,DM17081,0,DEC 16BIT,
Global,DM17082,0,DEC 16BIT,
Global,DM17083,0,DEC 16BIT,
Global,DM17084,0,DEC 16BIT,
Global,DM17085,0,DEC 16BIT,
Global,DM17086,0,DEC 16BIT,
Global,DM17087,0,DEC 16BIT,
Global,DM17088,0,DEC 16BIT,
Global,DM17089,0,DEC 16BIT,
Global,DM17090,0,DEC 16BIT,
Global,DM17091,0,DEC 16BIT,
Global,DM17092,0,DEC 16BIT,
Global,DM17093,0,DEC 16BIT,
Global,DM17094,0,DEC 16BIT,
Global,DM17095,0,DEC 16BIT,
Global,DM17096,0,DEC 16BIT,
Global,DM17097,0,DEC 16BIT,
Global,DM17098,0,DEC 16BIT,
Global,DM17099,0,DEC 16BIT,
Global,DM17100,0,DEC 16BIT,
Global,DM17101,0,DEC 16BIT,
Global,DM17102,0,DEC 16BIT,
Global,DM17103,0,DEC 16BIT,
Global,DM17104,0,DEC 16BIT,
Global,DM17105,0,DEC 16BIT,
Global,DM17106,0,DEC 16BIT,
Global,DM17107,0,DEC 16BIT,
Global,DM17108,0,DEC 16BIT,
Global,DM17109,0,DEC 16BIT,
Global,DM17110,0,DEC 16BIT,
Global,DM17111,0,DEC 16BIT,
Global,DM17112,0,DEC 16BIT,
Global,DM17113,0,DEC 16BIT,
Global,DM17114,0,DEC 16BIT,
Global,DM17115,0,DEC 16BIT,
Global,DM17116,0,DEC 16BIT,
Global,DM17117,0,DEC 16BIT,
Global,DM17118,0,DEC 16BIT,
