Batch change
Module name, Device, Current value, Display format, Comment
Global,MR14503,-,1-bit BIN,
Global,MR14504,-,1-bit BIN,
Global,MR14505,-,1-bit BIN,
Global,MR14506,-,1-bit BIN,
Global,MR14507,-,1-bit BIN,
Global,MR14508,-,1-bit BIN,
Global,MR14509,-,1-bit BIN,
Global,MR14510,-,1-bit BIN,
Global,MR14511,-,1-bit BIN,
Global,MR14512,-,1-bit BIN,
Global,MR14513,-,1-bit BIN,
Global,MR14514,-,1-bit BIN,
Global,MR14515,-,1-bit BIN,
Global,MR14600,-,1-bit BIN,
Global,MR14601,-,1-bit BIN,
Global,MR14602,-,1-bit BIN,
Global,MR14603,-,1-bit BIN,
Global,MR14604,-,1-bit BIN,
Global,MR14605,-,1-bit BIN,
Global,MR14606,-,1-bit BIN,
Global,MR14607,-,1-bit BIN,
Global,MR14608,-,1-bit BIN,
Global,MR14609,-,1-bit BIN,
Global,MR14610,-,1-bit BIN,
Global,MR14611,-,1-bit BIN,
Global,MR14612,-,1-bit BIN,
Global,MR14613,-,1-bit BIN,
Global,MR14614,-,1-bit BIN,
Global,MR14615,-,1-bit BIN,
Global,MR14700,-,1-bit BIN,
Global,MR14701,-,1-bit BIN,
Global,MR14702,-,1-bit BIN,
Global,MR14703,-,1-bit BIN,
Global,MR14704,-,1-bit BIN,
Global,MR14705,-,1-bit BIN,
Global,MR14706,-,1-bit BIN,
Global,MR14707,-,1-bit BIN,
Global,MR14708,-,1-bit BIN,
Global,MR14709,-,1-bit BIN,
Global,MR14710,-,1-bit BIN,
Global,MR14711,-,1-bit BIN,
Global,MR14712,-,1-bit BIN,
Global,MR14713,-,1-bit BIN,
Global,MR14714,-,1-bit BIN,
Global,MR14715,-,1-bit BIN,
Global,MR14800,-,1-bit BIN,
Global,MR14801,-,1-bit BIN,
Global,MR14802,-,1-bit BIN,
Global,MR14803,-,1-bit BIN,
Global,MR14804,-,1-bit BIN,
Global,MR14805,-,1-bit BIN,
Global,MR14806,-,1-bit BIN,
Global,MR14807,-,1-bit BIN,
Global,MR14808,-,1-bit BIN,
Global,MR14809,-,1-bit BIN,
Global,MR14810,-,1-bit BIN,
Global,MR14811,-,1-bit BIN,
Global,MR14812,-,1-bit BIN,
Global,MR14813,-,1-bit BIN,
Global,MR14814,-,1-bit BIN,
Global,MR14815,-,1-bit BIN,
Global,MR14900,-,1-bit BIN,
Global,MR14901,-,1-bit BIN,
Global,MR14902,-,1-bit BIN,
Global,MR14903,-,1-bit BIN,
Global,MR14904,-,1-bit BIN,
Global,MR14905,-,1-bit BIN,
Global,MR14906,-,1-bit BIN,
Global,MR14907,-,1-bit BIN,
Global,MR14908,-,1-bit BIN,
Global,MR14909,-,1-bit BIN,
Global,MR14910,-,1-bit BIN,
Global,MR14911,-,1-bit BIN,
Global,MR14912,-,1-bit BIN,
Global,MR14913,-,1-bit BIN,
Global,MR14914,-,1-bit BIN,
Global,MR14915,-,1-bit BIN,
Global,MR15000,-,1-bit BIN,
Global,MR15001,-,1-bit BIN,
Global,MR15002,-,1-bit BIN,
Global,MR15003,-,1-bit BIN,
Global,MR15004,-,1-bit BIN,
Global,MR15005,-,1-bit BIN,
Global,MR15006,-,1-bit BIN,
Global,MR15007,-,1-bit BIN,
Global,MR15008,-,1-bit BIN,
Global,MR15009,-,1-bit BIN,
Global,MR15010,-,1-bit BIN,
Global,MR15011,-,1-bit BIN,
Global,MR15012,-,1-bit BIN,
Global,MR15013,-,1-bit BIN,
Global,MR15014,-,1-bit BIN,
Global,MR15015,-,1-bit BIN,
Global,MR15100,-,1-bit BIN,
Global,MR15101,-,1-bit BIN,
Global,MR15102,-,1-bit BIN,
Global,MR15103,-,1-bit BIN,
Global,MR15104,-,1-bit BIN,
Global,MR15105,-,1-bit BIN,
Global,MR15106,-,1-bit BIN,
Global,MR15107,-,1-bit BIN,
Global,MR15108,-,1-bit BIN,
Global,MR15109,-,1-bit BIN,
Global,MR15110,-,1-bit BIN,
Global,MR15111,-,1-bit BIN,
Global,MR15112,-,1-bit BIN,
Global,MR15113,-,1-bit BIN,
Global,MR15114,-,1-bit BIN,
Global,MR15115,-,1-bit BIN,
Global,MR15200,-,1-bit BIN,
Global,MR15201,-,1-bit BIN,
Global,MR15202,-,1-bit BIN,
Global,MR15203,-,1-bit BIN,
Global,MR15204,-,1-bit BIN,
Global,MR15205,-,1-bit BIN,
Global,MR15206,-,1-bit BIN,
Global,MR15207,-,1-bit BIN,
Global,MR15208,-,1-bit BIN,
Global,MR15209,-,1-bit BIN,
Global,MR15210,-,1-bit BIN,
Global,MR15211,-,1-bit BIN,
Global,MR15212,-,1-bit BIN,
Global,MR15213,-,1-bit BIN,
Global,MR15214,-,1-bit BIN,
Global,MR15215,-,1-bit BIN,
Global,MR15300,-,1-bit BIN,
Global,MR15301,-,1-bit BIN,
Global,MR15302,-,1-bit BIN,
Global,MR15303,-,1-bit BIN,
Global,MR15304,-,1-bit BIN,
Global,MR15305,-,1-bit BIN,
Global,MR15306,-,1-bit BIN,
Global,MR15307,-,1-bit BIN,
Global,MR15308,-,1-bit BIN,
Global,MR15309,-,1-bit BIN,
Global,MR15310,-,1-bit BIN,
Global,MR15311,-,1-bit BIN,
Global,MR15312,-,1-bit BIN,
Global,MR15313,-,1-bit BIN,
Global,MR15314,-,1-bit BIN,
Global,MR15315,-,1-bit BIN,
Global,MR15400,-,1-bit BIN,
Global,MR15401,-,1-bit BIN,
Global,MR15402,-,1-bit BIN,
Global,MR15403,-,1-bit BIN,
Global,MR15404,-,1-bit BIN,
Global,MR15405,-,1-bit BIN,
Global,MR15406,-,1-bit BIN,
Global,MR15407,-,1-bit BIN,
Global,MR15408,-,1-bit BIN,
Global,MR15409,-,1-bit BIN,
Global,MR15410,-,1-bit BIN,
Global,MR15411,-,1-bit BIN,
Global,MR15412,-,1-bit BIN,
Global,MR15413,-,1-bit BIN,
Global,MR15414,-,1-bit BIN,
Global,MR15415,-,1-bit BIN,
Global,MR15500,-,1-bit BIN,
Global,MR15501,-,1-bit BIN,
Global,MR15502,-,1-bit BIN,
Global,MR15503,-,1-bit BIN,
Global,MR15504,-,1-bit BIN,
Global,MR15505,-,1-bit BIN,
Global,MR15506,-,1-bit BIN,
Global,MR15507,-,1-bit BIN,
Global,MR15508,-,1-bit BIN,
Global,MR15509,-,1-bit BIN,
Global,MR15510,-,1-bit BIN,
Global,MR15511,-,1-bit BIN,
Global,MR15512,-,1-bit BIN,
Global,MR15513,-,1-bit BIN,
Global,MR15514,-,1-bit BIN,
Global,MR15515,-,1-bit BIN,
Global,MR15600,-,1-bit BIN,
Global,MR15601,-,1-bit BIN,
Global,MR15602,-,1-bit BIN,
Global,MR15603,-,1-bit BIN,
Global,MR15604,-,1-bit BIN,
Global,MR15605,-,1-bit BIN,
Global,MR15606,-,1-bit BIN,
Global,MR15607,-,1-bit BIN,
Global,MR15608,-,1-bit BIN,
Global,MR15609,-,1-bit BIN,
Global,MR15610,-,1-bit BIN,
Global,MR15611,-,1-bit BIN,
Global,MR15612,-,1-bit BIN,
Global,MR15613,-,1-bit BIN,
Global,MR15614,-,1-bit BIN,
Global,MR15615,-,1-bit BIN,
Global,MR15700,-,1-bit BIN,
Global,MR15701,-,1-bit BIN,
Global,MR15702,-,1-bit BIN,
Global,MR15703,-,1-bit BIN,
Global,MR15704,-,1-bit BIN,
Global,MR15705,-,1-bit BIN,
Global,MR15706,-,1-bit BIN,
Global,MR15707,-,1-bit BIN,
Global,MR15708,-,1-bit BIN,
Global,MR15709,-,1-bit BIN,
Global,MR15710,-,1-bit BIN,
Global,MR15711,-,1-bit BIN,
Global,MR15712,-,1-bit BIN,
Global,MR15713,-,1-bit BIN,
Global,MR15714,-,1-bit BIN,
Global,MR15715,-,1-bit BIN,
Global,MR15800,-,1-bit BIN,
Global,MR15801,-,1-bit BIN,
Global,MR15802,-,1-bit BIN,
Global,MR15803,-,1-bit BIN,
Global,MR15804,-,1-bit BIN,
Global,MR15805,-,1-bit BIN,
Global,MR15806,-,1-bit BIN,
Global,MR15807,-,1-bit BIN,
Global,MR15808,-,1-bit BIN,
Global,MR15809,-,1-bit BIN,
Global,MR15810,-,1-bit BIN,
Global,MR15811,-,1-bit BIN,
Global,MR15812,-,1-bit BIN,
Global,MR15813,-,1-bit BIN,
Global,MR15814,-,1-bit BIN,
Global,MR15815,-,1-bit BIN,
Global,MR15900,-,1-bit BIN,
Global,MR15901,-,1-bit BIN,
Global,MR15902,-,1-bit BIN,
Global,MR15903,-,1-bit BIN,
Global,MR15904,-,1-bit BIN,
Global,MR15905,-,1-bit BIN,
Global,MR15906,-,1-bit BIN,
Global,MR15907,-,1-bit BIN,
Global,MR15908,-,1-bit BIN,
Global,MR15909,-,1-bit BIN,
Global,MR15910,-,1-bit BIN,
Global,MR15911,-,1-bit BIN,
Global,MR15912,-,1-bit BIN,
Global,MR15913,-,1-bit BIN,
Global,MR15914,-,1-bit BIN,
Global,MR15915,-,1-bit BIN,
Global,MR16000,-,1-bit BIN,
Global,MR16001,-,1-bit BIN,
Global,MR16002,-,1-bit BIN,
Global,MR16003,-,1-bit BIN,
Global,MR16004,-,1-bit BIN,
Global,MR16005,-,1-bit BIN,
Global,MR16006,-,1-bit BIN,
Global,MR16007,-,1-bit BIN,
Global,MR16008,-,1-bit BIN,
Global,MR16009,-,1-bit BIN,
Global,MR16010,-,1-bit BIN,
Global,MR16011,-,1-bit BIN,
Global,MR16012,-,1-bit BIN,
Global,MR16013,-,1-bit BIN,
Global,MR16014,-,1-bit BIN,
Global,MR16015,-,1-bit BIN,
Global,MR16100,-,1-bit BIN,
Global,MR16101,-,1-bit BIN,
Global,MR16102,-,1-bit BIN,
Global,MR16103,-,1-bit BIN,
Global,MR16104,-,1-bit BIN,
Global,MR16105,-,1-bit BIN,
Global,MR16106,-,1-bit BIN,
Global,MR16107,-,1-bit BIN,
Global,MR16108,-,1-bit BIN,
Global,MR16109,-,1-bit BIN,
Global,MR16110,-,1-bit BIN,
Global,MR16111,-,1-bit BIN,
Global,MR16112,-,1-bit BIN,
Global,MR16113,-,1-bit BIN,
Global,MR16114,-,1-bit BIN,
Global,MR16115,-,1-bit BIN,
Global,MR16200,-,1-bit BIN,
Global,MR16201,-,1-bit BIN,
Global,MR16202,-,1-bit BIN,
Global,MR16203,-,1-bit BIN,
Global,MR16204,-,1-bit BIN,
Global,MR16205,-,1-bit BIN,
Global,MR16206,-,1-bit BIN,
Global,MR16207,-,1-bit BIN,
Global,MR16208,-,1-bit BIN,
Global,MR16209,-,1-bit BIN,
Global,MR16210,-,1-bit BIN,
Global,MR16211,-,1-bit BIN,
Global,MR16212,-,1-bit BIN,
Global,MR16213,-,1-bit BIN,
Global,MR16214,-,1-bit BIN,
Global,MR16215,-,1-bit BIN,
Global,MR16300,-,1-bit BIN,
Global,MR16301,-,1-bit BIN,
Global,MR16302,-,1-bit BIN,
Global,MR16303,-,1-bit BIN,
Global,MR16304,-,1-bit BIN,
Global,MR16305,-,1-bit BIN,
Global,MR16306,-,1-bit BIN,
Global,MR16307,-,1-bit BIN,
Global,MR16308,-,1-bit BIN,
Global,MR16309,-,1-bit BIN,
Global,MR16310,-,1-bit BIN,
Global,MR16311,-,1-bit BIN,
Global,MR16312,-,1-bit BIN,
Global,MR16313,-,1-bit BIN,
Global,MR16314,-,1-bit BIN,
Global,MR16315,-,1-bit BIN,
Global,MR16400,-,1-bit BIN,
Global,MR16401,-,1-bit BIN,
Global,MR16402,-,1-bit BIN,
Global,MR16403,-,1-bit BIN,
Global,MR16404,-,1-bit BIN,
Global,MR16405,-,1-bit BIN,
Global,MR16406,-,1-bit BIN,
Global,MR16407,-,1-bit BIN,
Global,MR16408,-,1-bit BIN,
Global,MR16409,-,1-bit BIN,
Global,MR16410,-,1-bit BIN,
Global,MR16411,-,1-bit BIN,
Global,MR16412,-,1-bit BIN,
Global,MR16413,-,1-bit BIN,
Global,MR16414,-,1-bit BIN,
Global,MR16415,-,1-bit BIN,
Global,MR16500,-,1-bit BIN,
Global,MR16501,-,1-bit BIN,
Global,MR16502,-,1-bit BIN,
Global,MR16503,-,1-bit BIN,
Global,MR16504,-,1-bit BIN,
Global,MR16505,-,1-bit BIN,
Global,MR16506,-,1-bit BIN,
Global,MR16507,-,1-bit BIN,
Global,MR16508,-,1-bit BIN,
Global,MR16509,-,1-bit BIN,
Global,MR16510,-,1-bit BIN,
Global,MR16511,-,1-bit BIN,
Global,MR16512,-,1-bit BIN,
Global,MR16513,-,1-bit BIN,
Global,MR16514,-,1-bit BIN,
Global,MR16515,-,1-bit BIN,
Global,MR16600,-,1-bit BIN,
Global,MR16601,-,1-bit BIN,
Global,MR16602,-,1-bit BIN,
Global,MR16603,-,1-bit BIN,
Global,MR16604,-,1-bit BIN,
Global,MR16605,-,1-bit BIN,
Global,MR16606,-,1-bit BIN,
Global,MR16607,-,1-bit BIN,
Global,MR16608,-,1-bit BIN,
Global,MR16609,-,1-bit BIN,
Global,MR16610,-,1-bit BIN,
Global,MR16611,-,1-bit BIN,
Global,MR16612,-,1-bit BIN,
Global,MR16613,-,1-bit BIN,
Global,MR16614,-,1-bit BIN,
Global,MR16615,-,1-bit BIN,
Global,MR16700,-,1-bit BIN,
Global,MR16701,-,1-bit BIN,
Global,MR16702,-,1-bit BIN,
Global,MR16703,-,1-bit BIN,
Global,MR16704,-,1-bit BIN,
Global,MR16705,-,1-bit BIN,
Global,MR16706,-,1-bit BIN,
Global,MR16707,-,1-bit BIN,
Global,MR16708,-,1-bit BIN,
Global,MR16709,-,1-bit BIN,
Global,MR16710,-,1-bit BIN,
Global,MR16711,-,1-bit BIN,
Global,MR16712,-,1-bit BIN,
Global,MR16713,-,1-bit BIN,
Global,MR16714,-,1-bit BIN,
Global,MR16715,-,1-bit BIN,
Global,MR16800,-,1-bit BIN,
Global,MR16801,-,1-bit BIN,
Global,MR16802,-,1-bit BIN,
Global,MR16803,-,1-bit BIN,
Global,MR16804,-,1-bit BIN,
Global,MR16805,-,1-bit BIN,
Global,MR16806,-,1-bit BIN,
Global,MR16807,-,1-bit BIN,
Global,MR16808,-,1-bit BIN,
Global,MR16809,-,1-bit BIN,
Global,MR16810,-,1-bit BIN,
Global,MR16811,-,1-bit BIN,
Global,MR16812,-,1-bit BIN,
Global,MR16813,-,1-bit BIN,
Global,MR16814,-,1-bit BIN,
Global,MR16815,-,1-bit BIN,
Global,MR16900,-,1-bit BIN,
Global,MR16901,-,1-bit BIN,
Global,MR16902,-,1-bit BIN,
Global,MR16903,-,1-bit BIN,
Global,MR16904,-,1-bit BIN,
Global,MR16905,-,1-bit BIN,
Global,MR16906,-,1-bit BIN,
Global,MR16907,-,1-bit BIN,
Global,MR16908,-,1-bit BIN,
Global,MR16909,-,1-bit BIN,
Global,MR16910,-,1-bit BIN,
Global,MR16911,-,1-bit BIN,
Global,MR16912,-,1-bit BIN,
Global,MR16913,-,1-bit BIN,
Global,MR16914,-,1-bit BIN,
Global,MR16915,-,1-bit BIN,
Global,MR17000,-,1-bit BIN,
Global,MR17001,-,1-bit BIN,
Global,MR17002,-,1-bit BIN,
Global,MR17003,-,1-bit BIN,
Global,MR17004,-,1-bit BIN,
Global,MR17005,-,1-bit BIN,
Global,MR17006,-,1-bit BIN,
Global,MR17007,-,1-bit BIN,
Global,MR17008,-,1-bit BIN,
Global,MR17009,-,1-bit BIN,
Global,MR17010,-,1-bit BIN,
Global,MR17011,-,1-bit BIN,
Global,MR17012,-,1-bit BIN,
Global,MR17013,-,1-bit BIN,
Global,MR17014,-,1-bit BIN,
Global,MR17015,-,1-bit BIN,
Global,MR17100,-,1-bit BIN,
Global,MR17101,-,1-bit BIN,
Global,MR17102,-,1-bit BIN,
Global,MR17103,-,1-bit BIN,
Global,MR17104,-,1-bit BIN,
Global,MR17105,-,1-bit BIN,
Global,MR17106,-,1-bit BIN,
Global,MR17107,-,1-bit BIN,
Global,MR17108,-,1-bit BIN,
Global,MR17109,-,1-bit BIN,
Global,MR17110,-,1-bit BIN,
Global,MR17111,-,1-bit BIN,
Global,MR17112,-,1-bit BIN,
Global,MR17113,-,1-bit BIN,
Global,MR17114,-,1-bit BIN,
Global,MR17115,-,1-bit BIN,
Global,MR17200,-,1-bit BIN,
Global,MR17201,-,1-bit BIN,
Global,MR17202,-,1-bit BIN,
Global,MR17203,-,1-bit BIN,
Global,MR17204,-,1-bit BIN,
Global,MR17205,-,1-bit BIN,
Global,MR17206,-,1-bit BIN,
Global,MR17207,-,1-bit BIN,
Global,MR17208,-,1-bit BIN,
Global,MR17209,-,1-bit BIN,
Global,MR17210,-,1-bit BIN,
Global,MR17211,-,1-bit BIN,
Global,MR17212,-,1-bit BIN,
Global,MR17213,-,1-bit BIN,
Global,MR17214,-,1-bit BIN,
Global,MR17215,-,1-bit BIN,
Global,MR17300,-,1-bit BIN,
Global,MR17301,-,1-bit BIN,
Global,MR17302,-,1-bit BIN,
Global,MR17303,-,1-bit BIN,
Global,MR17304,-,1-bit BIN,
Global,MR17305,-,1-bit BIN,
Global,MR17306,-,1-bit BIN,
Global,MR17307,-,1-bit BIN,
Global,MR17308,-,1-bit BIN,
Global,MR17309,-,1-bit BIN,
Global,MR17310,-,1-bit BIN,
Global,MR17311,-,1-bit BIN,
Global,MR17312,-,1-bit BIN,
Global,MR17313,-,1-bit BIN,
Global,MR17314,-,1-bit BIN,
Global,MR17315,-,1-bit BIN,
Global,MR17400,-,1-bit BIN,
Global,MR17401,-,1-bit BIN,
Global,MR17402,-,1-bit BIN,
Global,MR17403,-,1-bit BIN,
Global,MR17404,-,1-bit BIN,
Global,MR17405,-,1-bit BIN,
Global,MR17406,-,1-bit BIN,
Global,MR17407,-,1-bit BIN,
Global,MR17408,-,1-bit BIN,
Global,MR17409,-,1-bit BIN,
Global,MR17410,-,1-bit BIN,
Global,MR17411,-,1-bit BIN,
Global,MR17412,-,1-bit BIN,
Global,MR17413,-,1-bit BIN,
Global,MR17414,-,1-bit BIN,
Global,MR17415,-,1-bit BIN,
Global,MR17500,-,1-bit BIN,
Global,MR17501,-,1-bit BIN,
Global,MR17502,-,1-bit BIN,
Global,MR17503,-,1-bit BIN,
Global,MR17504,-,1-bit BIN,
Global,MR17505,-,1-bit BIN,
Global,MR17506,-,1-bit BIN,
Global,MR17507,-,1-bit BIN,
Global,MR17508,-,1-bit BIN,
Global,MR17509,-,1-bit BIN,
Global,MR17510,-,1-bit BIN,
Global,MR17511,-,1-bit BIN,
Global,MR17512,-,1-bit BIN,
Global,MR17513,-,1-bit BIN,
Global,MR17514,-,1-bit BIN,
Global,MR17515,-,1-bit BIN,
Global,MR17600,-,1-bit BIN,
Global,MR17601,-,1-bit BIN,
Global,MR17602,-,1-bit BIN,
Global,MR17603,-,1-bit BIN,
Global,MR17604,-,1-bit BIN,
Global,MR17605,-,1-bit BIN,
Global,MR17606,-,1-bit BIN,
Global,MR17607,-,1-bit BIN,
Global,MR17608,-,1-bit BIN,
Global,MR17609,-,1-bit BIN,
Global,MR17610,-,1-bit BIN,
Global,MR17611,-,1-bit BIN,
Global,MR17612,-,1-bit BIN,
Global,MR17613,-,1-bit BIN,
Global,MR17614,-,1-bit BIN,
Global,MR17615,-,1-bit BIN,
Global,MR17700,-,1-bit BIN,
Global,MR17701,-,1-bit BIN,
Global,MR17702,-,1-bit BIN,
Global,MR17703,-,1-bit BIN,
Global,MR17704,-,1-bit BIN,
Global,MR17705,-,1-bit BIN,
Global,MR17706,-,1-bit BIN,
Global,MR17707,-,1-bit BIN,
Global,MR17708,-,1-bit BIN,
Global,MR17709,-,1-bit BIN,
Global,MR17710,-,1-bit BIN,
Global,MR17711,-,1-bit BIN,
Global,MR17712,-,1-bit BIN,
Global,MR17713,-,1-bit BIN,
Global,MR17714,-,1-bit BIN,
Global,MR17715,-,1-bit BIN,
Global,MR17800,-,1-bit BIN,
Global,MR17801,-,1-bit BIN,
Global,MR17802,-,1-bit BIN,
Global,MR17803,-,1-bit BIN,
Global,MR17804,-,1-bit BIN,
Global,MR17805,-,1-bit BIN,
Global,MR17806,-,1-bit BIN,
Global,MR17807,-,1-bit BIN,
Global,MR17808,-,1-bit BIN,
Global,MR17809,-,1-bit BIN,
Global,MR17810,-,1-bit BIN,
Global,MR17811,-,1-bit BIN,
Global,MR17812,-,1-bit BIN,
Global,MR17813,-,1-bit BIN,
Global,MR17814,-,1-bit BIN,
Global,MR17815,-,1-bit BIN,
Global,MR17900,-,1-bit BIN,
Global,MR17901,-,1-bit BIN,
Global,MR17902,-,1-bit BIN,
Global,MR17903,-,1-bit BIN,
Global,MR17904,-,1-bit BIN,
Global,MR17905,-,1-bit BIN,
Global,MR17906,-,1-bit BIN,
Global,MR17907,-,1-bit BIN,
Global,MR17908,-,1-bit BIN,
Global,MR17909,-,1-bit BIN,
Global,MR17910,-,1-bit BIN,
Global,MR17911,-,1-bit BIN,
Global,MR17912,-,1-bit BIN,
Global,MR17913,-,1-bit BIN,
Global,MR17914,-,1-bit BIN,
Global,MR17915,-,1-bit BIN,
Global,MR18000,-,1-bit BIN,
Global,MR18001,-,1-bit BIN,
Global,MR18002,-,1-bit BIN,
Global,MR18003,-,1-bit BIN,
Global,MR18004,-,1-bit BIN,
Global,MR18005,-,1-bit BIN,
Global,MR18006,-,1-bit BIN,
Global,MR18007,-,1-bit BIN,
Global,MR18008,-,1-bit BIN,
Global,MR18009,-,1-bit BIN,
Global,MR18010,-,1-bit BIN,
Global,MR18011,-,1-bit BIN,
Global,MR18012,-,1-bit BIN,
Global,MR18013,-,1-bit BIN,
Global,MR18014,-,1-bit BIN,
Global,MR18015,-,1-bit BIN,
Global,MR18100,-,1-bit BIN,
Global,MR18101,-,1-bit BIN,
Global,MR18102,-,1-bit BIN,
Global,MR18103,-,1-bit BIN,
Global,MR18104,-,1-bit BIN,
Global,MR18105,-,1-bit BIN,
Global,MR18106,-,1-bit BIN,
Global,MR18107,-,1-bit BIN,
Global,MR18108,-,1-bit BIN,
Global,MR18109,-,1-bit BIN,
Global,MR18110,-,1-bit BIN,
Global,MR18111,-,1-bit BIN,
Global,MR18112,-,1-bit BIN,
Global,MR18113,-,1-bit BIN,
Global,MR18114,-,1-bit BIN,
Global,MR18115,-,1-bit BIN,
Global,MR18200,-,1-bit BIN,
Global,MR18201,-,1-bit BIN,
Global,MR18202,-,1-bit BIN,
Global,MR18203,-,1-bit BIN,
Global,MR18204,-,1-bit BIN,
Global,MR18205,-,1-bit BIN,
Global,MR18206,-,1-bit BIN,
Global,MR18207,-,1-bit BIN,
Global,MR18208,-,1-bit BIN,
Global,MR18209,-,1-bit BIN,
Global,MR18210,-,1-bit BIN,
Global,MR18211,-,1-bit BIN,
Global,MR18212,-,1-bit BIN,
Global,MR18213,-,1-bit BIN,
Global,MR18214,-,1-bit BIN,
Global,MR18215,-,1-bit BIN,
Global,MR18300,-,1-bit BIN,
Global,MR18301,-,1-bit BIN,
Global,MR18302,-,1-bit BIN,
Global,MR18303,-,1-bit BIN,
Global,MR18304,-,1-bit BIN,
Global,MR18305,-,1-bit BIN,
Global,MR18306,-,1-bit BIN,
Global,MR18307,-,1-bit BIN,
Global,MR18308,-,1-bit BIN,
Global,MR18309,-,1-bit BIN,
Global,MR18310,-,1-bit BIN,
Global,MR18311,-,1-bit BIN,
Global,MR18312,-,1-bit BIN,
Global,MR18313,-,1-bit BIN,
Global,MR18314,-,1-bit BIN,
Global,MR18315,-,1-bit BIN,
Global,MR18400,-,1-bit BIN,
Global,MR18401,-,1-bit BIN,
Global,MR18402,-,1-bit BIN,
Global,MR18403,-,1-bit BIN,
Global,MR18404,-,1-bit BIN,
Global,MR18405,-,1-bit BIN,
Global,MR18406,-,1-bit BIN,
Global,MR18407,-,1-bit BIN,
Global,MR18408,-,1-bit BIN,
Global,MR18409,-,1-bit BIN,
Global,MR18410,-,1-bit BIN,
Global,MR18411,-,1-bit BIN,
Global,MR18412,-,1-bit BIN,
Global,MR18413,-,1-bit BIN,
Global,MR18414,-,1-bit BIN,
Global,MR18415,-,1-bit BIN,
Global,MR18500,-,1-bit BIN,
Global,MR18501,-,1-bit BIN,
Global,MR18502,-,1-bit BIN,
Global,MR18503,-,1-bit BIN,
Global,MR18504,-,1-bit BIN,
Global,MR18505,-,1-bit BIN,
Global,MR18506,-,1-bit BIN,
Global,MR18507,-,1-bit BIN,
Global,MR18508,-,1-bit BIN,
Global,MR18509,-,1-bit BIN,
Global,MR18510,-,1-bit BIN,
Global,MR18511,-,1-bit BIN,
Global,MR18512,-,1-bit BIN,
Global,MR18513,-,1-bit BIN,
Global,MR18514,-,1-bit BIN,
Global,MR18515,-,1-bit BIN,
Global,MR18600,-,1-bit BIN,
Global,MR18601,-,1-bit BIN,
Global,MR18602,-,1-bit BIN,
Global,MR18603,-,1-bit BIN,
Global,MR18604,-,1-bit BIN,
Global,MR18605,-,1-bit BIN,
Global,MR18606,-,1-bit BIN,
Global,MR18607,-,1-bit BIN,
Global,MR18608,-,1-bit BIN,
Global,MR18609,-,1-bit BIN,
Global,MR18610,-,1-bit BIN,
Global,MR18611,-,1-bit BIN,
Global,MR18612,-,1-bit BIN,
Global,MR18613,-,1-bit BIN,
Global,MR18614,-,1-bit BIN,
Global,MR18615,-,1-bit BIN,
Global,MR18700,-,1-bit BIN,
Global,MR18701,-,1-bit BIN,
Global,MR18702,-,1-bit BIN,
Global,MR18703,-,1-bit BIN,
Global,MR18704,-,1-bit BIN,
Global,MR18705,-,1-bit BIN,
Global,MR18706,-,1-bit BIN,
Global,MR18707,-,1-bit BIN,
Global,MR18708,-,1-bit BIN,
Global,MR18709,-,1-bit BIN,
Global,MR18710,-,1-bit BIN,
Global,MR18711,-,1-bit BIN,
Global,MR18712,-,1-bit BIN,
Global,MR18713,-,1-bit BIN,
Global,MR18714,-,1-bit BIN,
Global,MR18715,-,1-bit BIN,
Global,MR18800,-,1-bit BIN,
Global,MR18801,-,1-bit BIN,
Global,MR18802,-,1-bit BIN,
Global,MR18803,-,1-bit BIN,
Global,MR18804,-,1-bit BIN,
Global,MR18805,-,1-bit BIN,
Global,MR18806,-,1-bit BIN,
Global,MR18807,-,1-bit BIN,
Global,MR18808,-,1-bit BIN,
Global,MR18809,-,1-bit BIN,
Global,MR18810,-,1-bit BIN,
Global,MR18811,-,1-bit BIN,
Global,MR18812,-,1-bit BIN,
Global,MR18813,-,1-bit BIN,
Global,MR18814,-,1-bit BIN,
Global,MR18815,-,1-bit BIN,
Global,MR18900,-,1-bit BIN,
Global,MR18901,-,1-bit BIN,
Global,MR18902,-,1-bit BIN,
Global,MR18903,-,1-bit BIN,
Global,MR18904,-,1-bit BIN,
Global,MR18905,-,1-bit BIN,
Global,MR18906,-,1-bit BIN,
Global,MR18907,-,1-bit BIN,
Global,MR18908,-,1-bit BIN,
Global,MR18909,-,1-bit BIN,
Global,MR18910,-,1-bit BIN,
Global,MR18911,-,1-bit BIN,
Global,MR18912,-,1-bit BIN,
Global,MR18913,-,1-bit BIN,
Global,MR18914,-,1-bit BIN,
Global,MR18915,-,1-bit BIN,
Global,MR19000,-,1-bit BIN,
Global,MR19001,-,1-bit BIN,
Global,MR19002,-,1-bit BIN,
Global,MR19003,-,1-bit BIN,
Global,MR19004,-,1-bit BIN,
Global,MR19005,-,1-bit BIN,
Global,MR19006,-,1-bit BIN,
Global,MR19007,-,1-bit BIN,
Global,MR19008,-,1-bit BIN,
Global,MR19009,-,1-bit BIN,
Global,MR19010,-,1-bit BIN,
Global,MR19011,-,1-bit BIN,
Global,MR19012,-,1-bit BIN,
Global,MR19013,-,1-bit BIN,
Global,MR19014,-,1-bit BIN,
Global,MR19015,-,1-bit BIN,
Global,MR19100,-,1-bit BIN,
Global,MR19101,-,1-bit BIN,
